,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,is_geocoding_exact,age_group,Year
4502,2019-08-02,shot,gun,34.0,M,B,Minneapolis,MN,False,attack,no flee,True,True,30-40,2019
4503,2019-08-02,shot,gun,45.0,M,B,Indianapolis,IN,False,attack,no flee,False,True,40-50,2019
4504,2019-08-03,shot,gun,19.0,M,B,Colorado Springs,CO,False,other,flee,True,True,10-20,2019
4505,2019-08-03,shot,gun,32.0,M,H,Revere,MA,False,attack,flee,False,True,30-40,2019
4506,2019-08-03,shot,gun,35.0,M,,Safety Harbor,FL,False,attack,flee,False,True,30-40,2019
4507,2019-08-03,shot,gun,32.0,M,W,Carson City,NV,False,attack,no flee,False,True,30-40,2019
4508,2019-08-03,shot,other,25.0,M,,Loganville,GA,False,attack,flee,False,True,20-30,2019
4509,2019-08-04,shot,gun,24.0,M,W,Dayton,OH,True,attack,no flee,False,True,20-30,2019
4510,2019-08-04,shot,gun,65.0,M,W,Hanceville,AL,True,attack,no flee,False,True,60-70,2019
4511,2019-08-05,shot,gun,29.0,M,H,Salt Lake City,UT,False,attack,no flee,True,True,20-30,2019
4512,2019-08-05,shot,other,49.0,M,B,Memphis,TN,False,attack,flee,False,True,40-50,2019
4513,2019-08-05,shot,other,19.0,M,H,Bakersfield,CA,False,other,flee,False,True,10-20,2019
4514,2019-08-05,shot,gun,56.0,M,W,Lowell,AR,True,undetermined,no flee,False,True,50-60,2019
4515,2019-08-05,shot,gun,39.0,M,B,Irvington,NJ,False,attack,no flee,False,True,30-40,2019
4516,2019-08-05,shot,gun,43.0,M,W,Pocahontas County,WV,False,attack,flee,False,True,40-50,2019
4517,2019-08-05,shot,gun,57.0,M,W,Rifle,CO,True,other,flee,False,True,50-60,2019
4518,2019-08-06,shot,gun,49.0,M,W,Shaler Township,PA,False,attack,no flee,False,True,40-50,2019
4519,2019-08-07,shot,gun,18.0,M,B,Longview,TX,False,attack,no flee,False,True,10-20,2019
4520,2019-08-08,shot,gun,27.0,M,B,Moss Point,MS,False,attack,flee,True,True,20-30,2019
4521,2019-08-08,shot,gun,52.0,M,,Leitchfield,KY,True,attack,no flee,False,True,50-60,2019
4522,2019-08-09,shot,other,,M,,Beaumont,CA,False,attack,no flee,False,True,,2019
4523,2019-08-09,shot,other,52.0,M,H,Garland,TX,False,attack,no flee,False,True,50-60,2019
4524,2019-08-09,shot,gun,37.0,M,H,Kansas City,MO,False,attack,flee,False,True,30-40,2019
4525,2019-08-09,shot,other,62.0,M,,Montpelier,VT,True,attack,no flee,False,True,60-70,2019
4526,2019-08-10,shot,other,57.0,M,,Bradley County,TN,False,attack,no flee,False,True,50-60,2019
4527,2019-08-10,shot,gun,45.0,M,W,Augusta,GA,False,attack,flee,False,True,40-50,2019
4528,2019-08-11,shot,gun,46.0,M,,Fort Worth,TX,False,attack,no flee,False,True,40-50,2019
4529,2019-08-12,shot,gun,49.0,M,W,Riverside,CA,False,attack,no flee,False,True,40-50,2019
4530,2019-08-12,shot,gun,38.0,M,W,Chetopa,KS,False,attack,no flee,False,True,30-40,2019
4531,2019-08-13,shot,unarmed,31.0,M,W,Joplin,MO,True,attack,no flee,False,True,30-40,2019
4532,2019-08-13,shot,gun,51.0,M,B,Clinton,TN,True,attack,no flee,False,True,50-60,2019
4533,2019-08-13,shot,gun,,M,W,Louisville,KY,False,attack,no flee,False,True,,2019
4534,2019-08-13,shot,gun,51.0,M,B,Kansas City,KS,False,attack,no flee,False,True,50-60,2019
4535,2019-08-13,shot,other,20.0,M,W,Ramseur,NC,False,attack,flee,False,True,10-20,2019
4536,2019-08-14,shot,gun,37.0,M,,Belton,SC,False,other,no flee,False,True,30-40,2019
4537,2019-08-14,shot,gun,49.0,M,,Formosa,AR,False,attack,no flee,False,True,40-50,2019
4538,2019-08-15,shot,gun,31.0,F,H,Denver,CO,False,attack,flee,False,True,30-40,2019
4539,2019-08-16,shot,other,26.0,M,H,Ogden,UT,False,attack,no flee,True,True,20-30,2019
4540,2019-08-16,shot,gun,,M,,Spokane Valley,WA,False,attack,flee,False,True,,2019
4541,2019-08-17,shot,gun,25.0,M,B,Gary,IN,False,undetermined,no flee,False,True,20-30,2019
4542,2019-08-17,shot,gun,,M,B,Newport News,VA,False,attack,flee,False,True,,2019
4543,2019-08-17,shot,gun,62.0,M,W,Springville,IN,False,attack,no flee,False,True,60-70,2019
4544,2019-08-17,shot,gun,27.0,M,B,Dallas,TX,False,attack,flee,True,True,20-30,2019
4545,2019-08-18,shot,gun,33.0,M,H,Los Angeles,CA,False,attack,flee,True,True,30-40,2019
4546,2019-08-18,shot,other,38.0,M,,Caledonia,WI,False,attack,no flee,False,True,30-40,2019
4547,2019-08-19,shot,gun,69.0,M,,Las Vegas,NV,False,attack,flee,False,True,60-70,2019
4548,2019-08-19,shot,gun,39.0,M,H,Los Angeles,CA,False,attack,flee,False,True,30-40,2019
4549,2019-08-19,shot,other,,M,,Fullerton,CA,False,attack,flee,True,True,,2019
4550,2019-08-21,shot,gun,18.0,M,B,Fort Worth,TX,False,attack,flee,True,True,10-20,2019
4551,2019-08-21,shot,other,27.0,M,W,Nicholasville,KY,False,undetermined,no flee,False,True,20-30,2019
4552,2019-08-21,shot,other,50.0,M,H,Stanton,CA,False,undetermined,unknown,False,True,40-50,2019
4553,2019-08-21,shot,gun,54.0,M,,North Aurora,IL,True,attack,no flee,False,True,50-60,2019
4554,2019-08-22,shot,other,57.0,M,W,Albuquerque,NM,False,attack,no flee,False,True,50-60,2019
4555,2019-08-22,shot,other,,M,,Westminster,CA,False,other,flee,False,True,,2019
4556,2019-08-22,shot,other,29.0,M,B,Dayton,OH,False,attack,flee,False,True,20-30,2019
4557,2019-08-22,shot,unarmed,39.0,M,W,Glennville,GA,False,attack,no flee,False,True,30-40,2019
4558,2019-08-22,shot,gun,46.0,M,,Hobbs,NM,False,attack,no flee,False,True,40-50,2019
4559,2019-08-23,shot,unarmed,31.0,M,W,West Valley City,UT,False,other,no flee,True,True,30-40,2019
4560,2019-08-23,shot,other,34.0,M,W,Cottage Grove,OR,False,other,no flee,False,True,30-40,2019
4561,2019-08-24,shot,other,52.0,M,H,El Cerrito,CA,True,attack,no flee,True,True,50-60,2019
4562,2019-08-26,shot,unarmed,33.0,M,B,Knoxville,TN,False,attack,no flee,False,True,30-40,2019
4563,2019-08-26,shot,gun,,M,,Anchorage,AK,True,attack,no flee,False,True,,2019
4564,2019-08-27,shot,gun,37.0,M,B,Helena,AR,False,attack,unknown,False,True,30-40,2019
4565,2019-08-27,shot,gun,67.0,M,,Stockton,CA,False,attack,no flee,False,True,60-70,2019
4566,2019-08-27,shot,gun,52.0,M,B,Baton Rouge,LA,True,attack,flee,False,True,50-60,2019
4567,2019-08-28,shot,other,62.0,M,B,Gordo,AL,True,other,unknown,False,True,60-70,2019
4568,2019-08-28,shot,gun,30.0,M,B,Baltimore,MD,False,attack,flee,False,True,20-30,2019
4569,2019-08-28,shot,other,28.0,M,W,Salina,KS,False,other,no flee,False,True,20-30,2019
4570,2019-08-29,shot,gun,16.0,M,,Carlsbad,NM,False,attack,no flee,False,True,10-20,2019
4571,2019-08-30,shot,gun,,M,,Jamaica,NY,False,attack,no flee,False,True,,2019
4572,2019-08-30,shot,gun,,M,,New York,NY,False,attack,flee,False,True,,2019
4573,2019-08-30,shot,gun,51.0,M,H,Tolleson,AZ,False,attack,flee,False,True,50-60,2019
4574,2019-08-30,shot,gun,35.0,M,,Wilmington,DE,False,attack,no flee,False,True,30-40,2019
4575,2019-08-31,shot,gun,23.0,M,B,St. Louis,MO,False,other,flee,False,True,20-30,2019
4576,2019-08-31,shot,gun,,M,,Wake County,NC,False,attack,flee,False,True,,2019
4577,2019-08-31,shot,other,23.0,M,,Brooklyn Center,MN,False,other,no flee,True,True,20-30,2019
4578,2019-08-31,shot,other,47.0,M,,Florence,MS,False,other,flee,False,True,40-50,2019
4579,2019-08-31,shot,gun,36.0,M,W,Odessa,TX,True,attack,flee,False,True,30-40,2019
4580,2019-08-31,shot,gun,37.0,M,H,Denver,CO,False,attack,no flee,False,True,30-40,2019
4581,2019-09-01,shot,other,49.0,M,W,Sand Springs,OK,False,attack,flee,True,True,40-50,2019
4582,2019-09-01,shot,gun,49.0,M,W,Caldwell,ID,False,attack,no flee,False,True,40-50,2019
4583,2019-09-02,shot,gun,,M,,New York,NY,False,attack,flee,False,True,,2019
4584,2019-09-02,shot,other,35.0,M,W,Missoula,MT,True,attack,no flee,False,True,30-40,2019
4585,2019-09-02,shot,other,17.0,M,W,Kerrville,TX,False,other,no flee,False,True,10-20,2019
4586,2019-09-02,shot,other,43.0,M,,Silver Springs,NV,False,attack,no flee,False,True,40-50,2019
4587,2019-09-03,shot,gun,30.0,M,W,Bluff City,TN,False,attack,flee,False,True,20-30,2019
4588,2019-09-03,shot,other,34.0,M,H,Kaukauna,WI,False,other,flee,False,True,30-40,2019
4589,2019-09-03,shot,other,46.0,M,W,Van Wert,OH,True,other,flee,False,True,40-50,2019
4590,2019-09-04,shot,other,29.0,M,W,Coeur d'Alene,ID,False,attack,no flee,False,True,20-30,2019
4591,2019-09-04,shot,other,62.0,M,,Victorville,CA,True,other,no flee,False,True,60-70,2019
4592,2019-09-04,shot,gun,53.0,M,,Rigby,ID,False,attack,no flee,False,True,50-60,2019
4593,2019-09-05,shot,gun,28.0,M,B,St. Louis,MO,False,attack,no flee,False,True,20-30,2019
4594,2019-09-05,shot,gun,65.0,M,,LaGrange,GA,False,attack,no flee,False,True,60-70,2019
4595,2019-09-05,shot,unarmed,43.0,M,W,East Hartford,CT,False,attack,no flee,False,True,40-50,2019
4596,2019-09-06,shot,gun,42.0,M,B,Glendora,CA,False,other,flee,False,True,40-50,2019
4597,2019-09-07,shot,other,30.0,M,H,Richfield,MN,True,other,flee,False,True,20-30,2019
4598,2019-09-07,shot,other,40.0,M,W,Nacogdoches,TX,False,other,no flee,False,True,30-40,2019
4599,2019-09-08,shot,gun,51.0,M,,Longview,WA,True,attack,no flee,False,True,50-60,2019
4600,2019-09-08,shot,other,24.0,M,B,Tacoma,WA,False,undetermined,flee,False,True,20-30,2019
4601,2019-09-09,shot,gun,27.0,M,B,Oklahoma City,OK,False,attack,flee,True,True,20-30,2019
4602,2019-09-09,shot,gun,41.0,M,W,Aberdeen,WA,False,attack,flee,False,True,40-50,2019
4603,2019-09-09,shot,gun,47.0,M,H,Phoenix,AZ,False,attack,no flee,False,True,40-50,2019
4604,2019-09-10,shot,other,26.0,M,B,Wellington,UT,True,other,no flee,True,True,20-30,2019
4605,2019-09-11,shot,gun,20.0,M,W,Burlington,IA,False,attack,flee,False,True,10-20,2019
4606,2019-09-11,shot,gun,18.0,M,B,Columbus,OH,False,other,flee,False,True,10-20,2019
4607,2019-09-12,shot,gun,,M,B,Houston,TX,False,attack,flee,False,True,,2019
4608,2019-09-12,shot,other,29.0,M,W,Independence,MO,False,attack,unknown,False,True,20-30,2019
4609,2019-09-12,shot,other,35.0,M,H,Santa Clarita,CA,False,attack,no flee,False,True,30-40,2019
4610,2019-09-13,shot,gun,77.0,M,W,Loyal,WI,False,attack,no flee,False,True,70-80,2019
4611,2019-09-13,shot,gun,25.0,M,,Bracketville,TX,False,attack,no flee,False,True,20-30,2019
4612,2019-09-14,shot,other,31.0,M,B,Arlington,TX,True,attack,no flee,True,True,30-40,2019
4613,2019-09-14,shot,unarmed,54.0,M,B,Baton Rouge,LA,False,undetermined,no flee,False,True,50-60,2019
4614,2019-09-14,shot,gun,33.0,M,H,Plainview,TX,True,attack,no flee,False,True,30-40,2019
4615,2019-09-14,shot,gun,76.0,M,W,Ooltewah,TN,True,attack,no flee,False,True,70-80,2019
4616,2019-09-15,shot,other,28.0,M,W,Oklahoma City,OK,True,attack,no flee,True,True,20-30,2019
4617,2019-09-15,shot,other,31.0,M,B,St. Paul,MN,False,attack,no flee,True,True,30-40,2019
4618,2019-09-15,shot,gun,,M,,Katy,TX,False,attack,flee,False,True,,2019
4619,2019-09-16,shot,gun,53.0,M,B,Washington,DC,False,attack,no flee,False,True,50-60,2019
4620,2019-09-16,shot,gun,33.0,M,W,Elizabethon,TN,False,attack,flee,False,True,30-40,2019
4621,2019-09-16,shot,gun,37.0,M,W,Sanger,TX,False,attack,flee,False,True,30-40,2019
4622,2019-09-16,shot,gun,,M,,Houston,TX,False,attack,flee,False,True,,2019
4623,2019-09-17,shot,other,57.0,F,W,Richmond,VA,True,attack,no flee,True,True,50-60,2019
4624,2019-09-17,shot,other,,M,,Milton,FL,False,attack,flee,False,True,,2019
4625,2019-09-17,shot,other,36.0,M,W,Oceanside,NY,True,attack,no flee,False,True,30-40,2019
4626,2019-09-17,shot and Tasered,gun,39.0,M,B,New York,NY,False,attack,flee,True,True,30-40,2019
4627,2019-09-18,shot,gun,43.0,M,W,Salem,OR,False,attack,no flee,False,True,40-50,2019
4628,2019-09-18,shot,gun,44.0,M,W,Tallahassee,FL,False,attack,no flee,False,True,40-50,2019
4629,2019-09-18,shot,gun,33.0,M,B,Memphis,TN,False,attack,no flee,False,True,30-40,2019
4630,2019-09-18,shot and Tasered,other,49.0,M,B,Wilkinsburg,PA,False,attack,no flee,False,True,40-50,2019
4631,2019-09-19,shot,gun,18.0,M,B,Long Beach,CA,False,attack,no flee,False,True,10-20,2019
4632,2019-09-19,shot,other,74.0,M,,Soddy Daisy,TN,True,other,no flee,False,True,70-80,2019
4633,2019-09-20,shot,gun,21.0,M,W,Gainesville,GA,True,attack,no flee,True,True,20-30,2019
4634,2019-09-20,shot,gun,57.0,M,W,Lakewood,CO,False,attack,no flee,False,True,50-60,2019
4635,2019-09-21,shot,gun,29.0,M,W,Ada,OK,False,attack,no flee,False,True,20-30,2019
4636,2019-09-21,shot,other,58.0,M,N,Riverton,WY,True,attack,no flee,False,True,50-60,2019
4637,2019-09-22,shot,gun,74.0,M,W,Austin,TX,False,attack,no flee,False,True,70-80,2019
4638,2019-09-23,shot,gun,63.0,M,H,Los Angeles,CA,False,other,unknown,False,True,60-70,2019
4639,2019-09-23,shot,gun,28.0,M,W,Floyd County,GA,False,attack,flee,False,True,20-30,2019
4640,2019-09-23,shot,other,31.0,M,,Lowell,AR,False,other,no flee,False,True,30-40,2019
4641,2019-09-24,shot,gun,41.0,M,,Huntington,WV,False,attack,no flee,False,True,40-50,2019
4642,2019-09-24,shot,gun,67.0,M,W,Richlands,NC,False,attack,flee,False,True,60-70,2019
4643,2019-09-24,shot,other,63.0,M,,Sanford,NC,False,other,unknown,False,True,60-70,2019
4644,2019-09-25,shot,gun,64.0,M,W,Hartsville,SC,False,attack,no flee,False,True,60-70,2019
4645,2019-09-25,shot and Tasered,gun,32.0,M,W,Lacombe,LA,True,attack,no flee,False,True,30-40,2019
4646,2019-09-26,shot,other,49.0,M,B,Hyattsville,MD,False,attack,no flee,False,True,40-50,2019
4647,2019-09-26,shot,gun,28.0,M,W,Lexington County,SC,False,attack,flee,False,True,20-30,2019
4648,2019-09-26,shot,other,,M,,La Habra,CA,False,attack,flee,False,True,,2019
4649,2019-09-26,shot,gun,,M,,Dallas,TX,False,attack,no flee,False,True,,2019
4650,2019-09-28,shot,other,31.0,M,B,Baltimore,MD,False,attack,flee,False,True,30-40,2019
4651,2019-09-28,shot,gun,,M,,Boston,MA,False,attack,flee,False,True,,2019
4652,2019-09-29,shot,other,20.0,M,W,Monument,CO,True,attack,no flee,False,True,10-20,2019
4653,2019-09-29,shot,gun,38.0,M,,Miami,FL,False,attack,unknown,False,True,30-40,2019
4654,2019-09-29,shot,gun,27.0,M,B,New York,NY,False,attack,no flee,True,True,20-30,2019
4655,2019-09-29,shot,other,38.0,F,W,Cotter,MO,False,attack,flee,False,True,30-40,2019
4656,2019-09-29,shot and Tasered,unarmed,37.0,M,W,Longview,TX,False,attack,flee,False,True,30-40,2019
4657,2019-09-30,shot,gun,36.0,M,W,Yucca Valley,CA,False,attack,flee,False,True,30-40,2019
4658,2019-09-30,shot and Tasered,other,35.0,M,H,Gainesville,GA,False,other,flee,False,True,30-40,2019
4659,2019-10-01,shot,gun,50.0,M,W,Drennen,WV,False,attack,no flee,False,True,40-50,2019
4660,2019-10-01,shot,gun,75.0,M,W,Elkton,KY,False,attack,no flee,False,True,70-80,2019
4661,2019-10-01,shot,gun,32.0,M,W,Bridgeview,IL,False,attack,flee,False,True,30-40,2019
4662,2019-10-01,shot,gun,34.0,M,W,Rutland,VT,False,attack,flee,False,True,30-40,2019
4663,2019-10-03,shot,gun,61.0,M,,Grovetown,GA,True,attack,no flee,False,True,60-70,2019
4664,2019-10-03,shot,gun,24.0,M,B,Oklahoma City,OK,False,attack,no flee,True,True,20-30,2019
4665,2019-10-04,shot,other,37.0,M,W,Jacksonville,FL,True,attack,no flee,False,True,30-40,2019
4666,2019-10-05,shot,other,33.0,M,W,Carrollton,TX,False,attack,no flee,False,True,30-40,2019
4667,2019-10-06,shot,other,55.0,M,,Herald,CA,False,other,no flee,False,True,50-60,2019
4668,2019-10-06,shot,gun,42.0,M,,Maryland Heights,MO,False,attack,no flee,False,True,40-50,2019
4669,2019-10-06,shot,other,37.0,M,H,Los Angeles,CA,True,other,no flee,False,True,30-40,2019
4670,2019-10-06,shot,gun,55.0,M,B,Sacramento,CA,False,other,no flee,True,True,50-60,2019
4671,2019-10-07,shot,other,31.0,M,W,Kountze,TX,False,other,no flee,False,True,30-40,2019
4672,2019-10-07,shot,gun,54.0,M,W,Tahlequah,OK,True,attack,no flee,True,True,50-60,2019
4673,2019-10-08,shot,other,37.0,M,B,Beaumont,TX,False,attack,no flee,False,True,30-40,2019
4674,2019-10-08,shot,other,48.0,M,W,Lincoln,NE,False,attack,no flee,False,True,40-50,2019
4675,2019-10-08,shot,other,28.0,M,W,Layton,UT,False,attack,flee,False,True,20-30,2019
4676,2019-10-09,shot,gun,31.0,M,B,Oklahoma City,OK,False,attack,unknown,True,True,30-40,2019
4677,2019-10-10,shot,other,48.0,M,W,Los Angeles,CA,False,other,flee,False,True,40-50,2019
4678,2019-10-10,shot,gun,58.0,M,W,Farmington,NM,False,attack,no flee,True,True,50-60,2019
4679,2019-10-11,shot,gun,56.0,M,,Tucson,AZ,True,attack,no flee,False,True,50-60,2019
4680,2019-10-11,shot,gun,40.0,M,,Pine Bluff,AR,False,attack,flee,False,True,30-40,2019
4681,2019-10-11,shot,gun,19.0,M,W,Pittsburg,OK,False,attack,flee,False,True,10-20,2019
4682,2019-10-12,shot,unarmed,28.0,F,B,Fort Worth,TX,False,other,no flee,True,True,20-30,2019
4683,2019-10-12,shot,gun,32.0,M,,Myrtle Beach,SC,False,attack,no flee,True,True,30-40,2019
4684,2019-10-12,shot,gun,21.0,M,B,El Monte,CA,False,attack,flee,False,True,20-30,2019
4685,2019-10-12,shot,other,57.0,M,H,North Port,FL,False,attack,no flee,False,True,50-60,2019
4686,2019-10-13,shot,gun,17.0,M,H,Glendale,AZ,False,attack,no flee,False,True,10-20,2019
4687,2019-10-13,shot,other,22.0,M,H,Corpus Christi,TX,True,other,no flee,True,True,20-30,2019
4688,2019-10-13,shot,gun,26.0,M,H,Buckeye,AZ,False,attack,unknown,False,True,20-30,2019
4689,2019-10-14,shot,gun,,M,,Albuquerque,NM,False,attack,no flee,False,True,,2019
4690,2019-10-14,shot,unarmed,31.0,M,B,Ethel,LA,True,undetermined,flee,False,True,30-40,2019
4691,2019-10-14,shot,gun,61.0,M,B,High Point,NC,False,attack,no flee,False,True,60-70,2019
4692,2019-10-14,shot,other,54.0,F,W,Athens,GA,False,attack,no flee,True,True,50-60,2019
4693,2019-10-15,shot,gun,28.0,M,W,Jamestown,NC,True,attack,no flee,False,True,20-30,2019
4694,2019-10-15,shot,unarmed,30.0,M,W,Hope Ranch,CA,False,other,no flee,False,True,20-30,2019
4695,2019-10-15,shot,gun,30.0,M,B,New York,NY,False,attack,no flee,False,True,20-30,2019
4696,2019-10-15,shot,gun,28.0,M,W,Wendell,ID,False,other,flee,False,True,20-30,2019
4697,2019-10-15,shot,gun,26.0,M,B,Stone Mountain,GA,False,attack,no flee,False,True,20-30,2019
4698,2019-10-16,shot,gun,28.0,M,W,Roanoke,VA,False,attack,flee,False,True,20-30,2019
4699,2019-10-16,shot,gun,21.0,M,B,Sherman Oaks,CA,False,other,no flee,False,True,20-30,2019
4700,2019-10-17,shot,other,31.0,M,B,New York,NY,False,attack,no flee,False,True,30-40,2019
4701,2019-10-17,shot,other,27.0,M,W,Oakridge,OR,False,other,no flee,False,True,20-30,2019
4702,2019-10-17,shot,gun,34.0,M,B,Warren,AR,False,attack,flee,False,True,30-40,2019
4703,2019-10-17,shot,gun,22.0,M,B,Fayette,MS,False,attack,flee,False,True,20-30,2019
4704,2019-10-18,shot,other,46.0,M,,St. Joseph County,MI,False,attack,no flee,False,True,40-50,2019
4705,2019-10-18,shot,gun,29.0,M,W,Idaho Falls,ID,True,attack,no flee,False,True,20-30,2019
4706,2019-10-18,shot,other,38.0,M,W,Farmingdale,NJ,False,attack,no flee,False,True,30-40,2019
4707,2019-10-19,shot,other,51.0,M,W,Leesburg,FL,True,other,no flee,False,True,50-60,2019
4708,2019-10-19,shot,gun,61.0,M,,Easley,SC,False,attack,no flee,False,True,60-70,2019
4709,2019-10-19,shot,gun,34.0,M,W,Palestine,TX,False,attack,flee,False,True,30-40,2019
4710,2019-10-20,shot,gun,30.0,M,B,St. Louis,MO,False,attack,flee,False,True,20-30,2019
4711,2019-10-20,shot,other,33.0,F,W,Boise,ID,True,attack,no flee,True,True,30-40,2019
4712,2019-10-21,shot,gun,21.0,M,W,Trotwood,OH,False,attack,flee,False,True,20-30,2019
4713,2019-10-21,shot,gun,39.0,M,W,Hillsboro,OR,False,attack,no flee,False,True,30-40,2019
4714,2019-10-21,shot,gun,37.0,F,H,Henderson,NV,False,attack,no flee,True,True,30-40,2019
4715,2019-10-21,shot and Tasered,gun,36.0,M,,Denver,CO,False,attack,flee,False,True,30-40,2019
4716,2019-10-22,shot,other,55.0,M,,Carson,CA,False,other,no flee,False,True,50-60,2019
4717,2019-10-23,shot,gun,34.0,M,W,Sweetwater,TX,False,attack,no flee,False,True,30-40,2019
4718,2019-10-23,shot,other,47.0,M,W,El Paso,TX,False,attack,flee,False,True,40-50,2019
4719,2019-10-23,shot,gun,61.0,M,,Spokane,WA,True,attack,no flee,False,True,60-70,2019
4720,2019-10-23,shot,gun,29.0,M,B,New York,NY,False,attack,no flee,True,True,20-30,2019
4721,2019-10-23,shot,gun,29.0,M,W,Huntington,IN,True,attack,flee,False,True,20-30,2019
4722,2019-10-23,shot,gun,44.0,M,B,Long Beach,CA,False,attack,no flee,True,True,40-50,2019
4723,2019-10-24,shot,gun,53.0,M,W,Greenville,NC,False,other,no flee,False,True,50-60,2019
4724,2019-10-25,shot,other,31.0,M,,Lake Lanier,GA,False,attack,flee,False,True,30-40,2019
4725,2019-10-25,shot,other,45.0,F,W,Bossier City,LA,False,other,no flee,False,True,40-50,2019
4726,2019-10-25,shot,other,19.0,M,W,Morristown,TN,False,attack,no flee,False,True,10-20,2019
4727,2019-10-25,shot,gun,40.0,M,W,Kansas,OK,False,attack,no flee,False,True,30-40,2019
4728,2019-10-25,shot,other,33.0,M,B,New York,NY,True,attack,no flee,False,True,30-40,2019
4729,2019-10-25,shot,gun,,M,,Albuquerque,NM,False,other,flee,False,True,,2019
4730,2019-10-25,shot,other,,M,,Dalton,GA,False,other,no flee,False,True,,2019
4731,2019-10-26,shot,gun,45.0,M,A,Athens,GA,False,attack,flee,True,True,40-50,2019
4732,2019-10-26,shot,other,,M,,Imperial County,CA,False,other,flee,False,True,,2019
4733,2019-10-26,shot and Tasered,gun,27.0,M,W,Walloon Lake,MI,True,attack,no flee,False,True,20-30,2019
4734,2019-10-27,shot,gun,63.0,M,W,Madison,WI,False,attack,no flee,False,True,60-70,2019
4735,2019-10-27,shot,gun,50.0,M,H,Tulsa,OK,False,attack,no flee,True,True,40-50,2019
4736,2019-10-27,shot,gun,25.0,M,B,Carmichael,CA,False,attack,no flee,False,True,20-30,2019
4737,2019-10-27,shot and Tasered,gun,39.0,M,B,Madison,AL,False,attack,no flee,True,True,30-40,2019
4738,2019-10-27,shot and Tasered,other,42.0,M,H,Porterville,CA,True,attack,no flee,False,True,40-50,2019
4739,2019-10-28,shot,other,25.0,M,W,Evansville,IN,False,attack,no flee,True,True,20-30,2019
4740,2019-10-30,shot,gun,24.0,M,B,Baltimore,MD,False,attack,no flee,True,True,20-30,2019
4741,2019-10-30,shot,gun,,M,W,Ona,WV,False,attack,no flee,False,True,,2019
4742,2019-10-30,shot,other,67.0,M,,San Jose,CA,False,other,no flee,False,True,60-70,2019
4743,2019-10-30,shot,gun,,M,A,Fresno,CA,False,other,no flee,False,True,,2019
4744,2019-10-30,shot,other,62.0,M,W,Lancaster,CA,False,other,no flee,False,True,60-70,2019
4745,2019-10-31,shot,gun,34.0,M,W,Bascom,FL,False,attack,flee,False,True,30-40,2019
4746,2019-10-31,shot,other,33.0,M,W,San Jose,CA,True,attack,no flee,True,True,30-40,2019
4747,2019-10-31,shot,gun,56.0,M,W,Pearson,GA,False,attack,no flee,False,True,50-60,2019
4748,2019-11-01,shot,gun,46.0,M,H,Adams County,CO,False,attack,no flee,False,True,40-50,2019
4749,2019-11-01,shot,gun,41.0,M,H,Orlando,FL,False,attack,no flee,False,True,40-50,2019
4750,2019-11-01,shot,gun,38.0,M,H,Odessa,TX,False,attack,flee,False,True,30-40,2019
4751,2019-11-01,shot,other,22.0,M,H,Alamogordo,NM,False,attack,no flee,False,True,20-30,2019
4752,2019-11-02,shot,other,42.0,M,W,Dexter,KY,False,attack,unknown,False,True,40-50,2019
4753,2019-11-02,shot and Tasered,other,29.0,M,W,Vero Beach,FL,False,attack,no flee,False,True,20-30,2019
4754,2019-11-03,shot,other,56.0,M,W,Parkland,WA,True,other,no flee,True,True,50-60,2019
4755,2019-11-03,shot,gun,32.0,M,B,Phoenix,AZ,False,attack,no flee,False,True,30-40,2019
4756,2019-11-04,shot,gun,,M,,Sunland Park,NM,False,attack,flee,False,True,,2019
4757,2019-11-04,shot,other,31.0,M,W,Glendale,AZ,True,attack,no flee,True,True,30-40,2019
4758,2019-11-04,shot,gun,21.0,M,H,Las Cruces,NM,False,attack,unknown,False,True,20-30,2019
4759,2019-11-04,shot,gun,31.0,M,W,Two Rivers,WI,False,other,no flee,False,True,30-40,2019
4760,2019-11-05,shot,gun,48.0,M,B,East Cleveland,OH,False,attack,no flee,True,True,40-50,2019
4761,2019-11-05,shot,gun,58.0,M,W,Pettis County,MO,False,attack,no flee,False,True,50-60,2019
4762,2019-11-05,shot,gun,32.0,M,A,Leon,WI,False,other,no flee,False,True,30-40,2019
4763,2019-11-05,shot and Tasered,other,45.0,M,W,Willis,TX,False,other,flee,False,True,40-50,2019
4764,2019-11-06,shot,gun,37.0,M,B,Tahlequah,OK,False,attack,no flee,False,True,30-40,2019
4765,2019-11-06,shot,other,20.0,M,W,Henryetta,OK,False,undetermined,unknown,False,True,10-20,2019
4766,2019-11-06,shot,gun,34.0,M,H,San Antonio,TX,False,other,unknown,False,True,30-40,2019
4767,2019-11-06,shot,gun,31.0,M,B,Fayetteville,NC,False,attack,no flee,False,True,30-40,2019
4768,2019-11-07,shot,gun,26.0,M,W,Wadsworth,OH,True,attack,unknown,False,True,20-30,2019
4769,2019-11-07,shot,gun,32.0,M,B,Louisville,KY,False,attack,unknown,True,True,30-40,2019
4770,2019-11-07,shot,gun,66.0,M,W,Conyers,GA,False,attack,no flee,False,True,60-70,2019
4771,2019-11-07,shot,gun,37.0,M,W,Ashtabula Township,OH,False,other,no flee,False,True,30-40,2019
